stock_id,stock_received_date,facility_name,drug_id,drug_name,quantity_received,supplier,batch_number,expiry_date,delivery_delay_days
GRN-20220312-1653,2022-03-12,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2242,EMHS Uganda,4WK967PF,2024-06-19,0
GRN-20220313-1654,2022-03-13,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1072,Abacus Pharma,8IJW2JKB,2023-07-24,6
GRN-20220315-1655,2022-03-15,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,630,Quality Chemicals Industries,E49XCZKD,2023-04-22,1
GRN-20220317-1656,2022-03-17,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1003,Abacus Pharma,HNSX0YB3,2023-05-31,0
GRN-20220319-1657,2022-03-19,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2426,National Medical Stores,RFZA4MQB,2024-06-24,5
GRN-20220319-1658,2022-03-19,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,872,EMHS Uganda,MAR5PQV4,2024-08-18,5
GRN-20220320-1659,2022-03-20,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1768,Cipla Quality Chemicals,JEKOJD3Y,2023-08-15,7
GRN-20220320-1660,2022-03-20,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2119,EMHS Uganda,LZ9MM2KJ,2024-06-14,3
GRN-20220320-1661,2022-03-20,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,734,EMHS Uganda,HW9P6GY7,2023-08-04,0
GRN-20220320-1662,2022-03-20,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,992,National Medical Stores,3VZR144U,2024-01-24,5
GRN-20220320-1663,2022-03-20,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,821,Cipla Quality Chemicals,DVI2ADXZ,2024-01-09,0
GRN-20220321-1664,2022-03-21,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1314,Cipla Quality Chemicals,CAMXI63N,2024-06-22,1
GRN-20220321-1665,2022-03-21,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1292,Joint Medical Store,52Z8QNB9,2023-05-31,6
GRN-20220323-1666,2022-03-23,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,449,Joint Medical Store,CQNE1KDQ,2023-04-06,2
GRN-20220324-1667,2022-03-24,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4790,Abacus Pharma,9K7AN3LB,2023-11-16,7
GRN-20220324-1668,2022-03-24,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,532,Quality Chemicals Industries,I1TMW9PM,2024-06-22,4
GRN-20220324-1669,2022-03-24,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,1107,Joint Medical Store,4XWNVITZ,2023-07-05,0
GRN-20220324-1670,2022-03-24,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1343,National Medical Stores,VWF4ZIY6,2024-03-11,2
GRN-20220324-1671,2022-03-24,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,328,EMHS Uganda,2C1NKGA9,2024-05-24,5
GRN-20220325-1672,2022-03-25,Allan Galpin Health Center,D028,ORS Sachets,1405,Cipla Quality Chemicals,QU9ZAZKC,2023-08-16,2
GRN-20220326-1673,2022-03-26,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1273,EMHS Uganda,9NN21LO6,2023-04-12,0
GRN-20220326-1674,2022-03-26,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,510,National Medical Stores,T2RH79F1,2023-03-31,4
GRN-20220326-1675,2022-03-26,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1317,EMHS Uganda,J3OG860T,2024-08-18,7
GRN-20220326-1676,2022-03-26,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1422,Cipla Quality Chemicals,S60N5617,2023-12-16,5
GRN-20220327-1677,2022-03-27,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,903,Joint Medical Store,MR60X9JZ,2023-04-08,7
GRN-20220328-1678,2022-03-28,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2771,Quality Chemicals Industries,MVL0V3OW,2024-03-20,0
GRN-20220329-1679,2022-03-29,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2434,Cipla Quality Chemicals,I3L31QC6,2023-05-22,6
GRN-20220330-1680,2022-03-30,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1697,Cipla Quality Chemicals,GGVLNXUJ,2024-01-26,3
GRN-20220331-1681,2022-03-31,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,1036,Cipla Quality Chemicals,3CDJY7PK,2024-04-18,1
GRN-20220402-1682,2022-04-02,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1825,Abacus Pharma,E2XX3NC6,2023-11-24,7
GRN-20220402-1683,2022-04-02,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,501,Abacus Pharma,19IBOSGT,2023-05-03,2
GRN-20220404-1684,2022-04-04,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,833,Cipla Quality Chemicals,19ZEELAR,2024-06-09,7
GRN-20220405-1685,2022-04-05,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,783,National Medical Stores,6COA39KB,2023-08-18,0
GRN-20220406-1686,2022-04-06,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1146,Cipla Quality Chemicals,E8YLP9PI,2024-08-29,4
GRN-20220407-1687,2022-04-07,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,380,Abacus Pharma,U2FE1CLI,2023-09-01,3
GRN-20220408-1688,2022-04-08,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,1096,Abacus Pharma,4MSWJ70P,2024-01-01,6
GRN-20220408-1689,2022-04-08,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,739,EMHS Uganda,4WWW8OY6,2023-11-05,4
GRN-20220408-1690,2022-04-08,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1424,National Medical Stores,OUHMN2M8,2024-04-13,2
GRN-20220409-1691,2022-04-09,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,719,Joint Medical Store,BI1NL40L,2024-05-13,1
GRN-20220410-1692,2022-04-10,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1058,EMHS Uganda,THBGFA9O,2023-09-16,4
GRN-20220410-1693,2022-04-10,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1428,Abacus Pharma,48270YWC,2024-01-05,2
GRN-20220410-1694,2022-04-10,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1113,EMHS Uganda,VSM859KF,2024-09-06,5
GRN-20220411-1695,2022-04-11,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4623,EMHS Uganda,F8HUL6LX,2024-06-28,3
GRN-20220412-1696,2022-04-12,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1656,EMHS Uganda,V6S4DVZH,2023-06-26,2
GRN-20220413-1697,2022-04-13,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1501,National Medical Stores,U9YTOX7C,2024-04-15,6
GRN-20220413-1698,2022-04-13,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3114,Joint Medical Store,1HIEOA6C,2024-07-03,6
GRN-20220414-1699,2022-04-14,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1799,Joint Medical Store,H15HB26S,2024-09-13,6
GRN-20220414-1700,2022-04-14,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,574,Cipla Quality Chemicals,9Q04PH9E,2024-02-21,2
GRN-20220414-1701,2022-04-14,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2242,Abacus Pharma,HOB88EE0,2024-08-24,2
GRN-20220416-1702,2022-04-16,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1072,Quality Chemicals Industries,ZSHK6LFW,2024-02-11,7
GRN-20220416-1703,2022-04-16,Allan Galpin Health Center,D028,ORS Sachets,1799,National Medical Stores,25QVCAV1,2024-05-16,3
GRN-20220417-1704,2022-04-17,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,913,Joint Medical Store,1NIQRQGE,2024-08-02,6
GRN-20220418-1705,2022-04-18,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,369,Abacus Pharma,D5V1D7X2,2024-02-07,5
GRN-20220419-1706,2022-04-19,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1512,Abacus Pharma,JUPRDOQQ,2024-06-11,0
GRN-20220420-1707,2022-04-20,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1402,National Medical Stores,9TBY8XL6,2024-01-30,0
GRN-20220420-1708,2022-04-20,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,395,National Medical Stores,84P9UL3O,2024-02-26,3
GRN-20220421-1709,2022-04-21,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1269,Abacus Pharma,98UYAR3P,2023-11-28,3
GRN-20220421-1710,2022-04-21,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,849,Cipla Quality Chemicals,MUT0NSWK,2023-08-04,1
GRN-20220423-1711,2022-04-23,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1061,Joint Medical Store,96NW3D6D,2024-09-23,6
GRN-20220424-1712,2022-04-24,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,808,Quality Chemicals Industries,6WSZENJP,2024-06-16,7
GRN-20220425-1713,2022-04-25,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,505,Quality Chemicals Industries,2TRW4Z1Y,2024-03-17,4
GRN-20220425-1714,2022-04-25,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,664,Quality Chemicals Industries,VGE6PNIU,2024-02-04,1
GRN-20220426-1715,2022-04-26,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1979,EMHS Uganda,BWUNTQ81,2024-04-30,7
GRN-20220426-1716,2022-04-26,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2024,Joint Medical Store,A59YX3VD,2023-11-09,5
GRN-20220427-1717,2022-04-27,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1682,EMHS Uganda,PEE97O9R,2023-12-11,3
GRN-20220427-1718,2022-04-27,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1486,EMHS Uganda,7HFS8FT9,2023-05-20,7
GRN-20220427-1719,2022-04-27,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,572,Abacus Pharma,1IHXSZN7,2023-08-18,5
GRN-20220427-1720,2022-04-27,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,2074,EMHS Uganda,5Z26XV6W,2023-07-03,6
GRN-20220428-1721,2022-04-28,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1780,Cipla Quality Chemicals,UGDZQIPZ,2024-03-01,1
GRN-20220501-1722,2022-05-01,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,688,Cipla Quality Chemicals,LCHS4HS7,2024-09-29,3
GRN-20220502-1723,2022-05-02,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,971,National Medical Stores,AAIA2BTO,2023-08-10,4
GRN-20220503-1724,2022-05-03,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1511,National Medical Stores,5DQSMIEV,2023-09-04,7
GRN-20220503-1725,2022-05-03,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1594,Joint Medical Store,40NN77WB,2023-09-04,7
GRN-20220505-1726,2022-05-05,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1165,Joint Medical Store,4V0VA26J,2023-05-27,1
GRN-20220505-1727,2022-05-05,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1981,Cipla Quality Chemicals,NFE6YIYY,2024-05-20,7
GRN-20220508-1728,2022-05-08,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2725,National Medical Stores,I4EGA3WI,2023-06-21,5
GRN-20220508-1729,2022-05-08,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,511,Abacus Pharma,1CMHVZ9Z,2023-11-25,1
GRN-20220509-1730,2022-05-09,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1049,National Medical Stores,MNXUT8YP,2023-12-11,1
GRN-20220509-1731,2022-05-09,Allan Galpin Health Center,D021,Metformin 850mg Tablets,1989,EMHS Uganda,LRUKHN1U,2023-10-21,0
GRN-20220510-1732,2022-05-10,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,1018,Quality Chemicals Industries,8YRCJMSY,2023-06-30,1
GRN-20220511-1733,2022-05-11,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1147,Abacus Pharma,2654MXHE,2024-01-05,1
GRN-20220511-1734,2022-05-11,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,749,Quality Chemicals Industries,SXJXRJMG,2023-10-04,7
GRN-20220511-1735,2022-05-11,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,958,Quality Chemicals Industries,54NMN0IF,2023-11-26,3
GRN-20220511-1736,2022-05-11,Allan Galpin Health Center,D028,ORS Sachets,1809,Cipla Quality Chemicals,B1M7SM2H,2024-09-10,7
GRN-20220511-1737,2022-05-11,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1211,Quality Chemicals Industries,LYUKUHIP,2024-01-13,5
GRN-20220511-1738,2022-05-11,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,423,Quality Chemicals Industries,HT3PBWKE,2024-01-05,4
GRN-20220512-1739,2022-05-12,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2158,EMHS Uganda,07484X38,2023-12-24,5
GRN-20220512-1740,2022-05-12,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2013,Joint Medical Store,PYVEYM3P,2024-02-11,2
GRN-20220512-1741,2022-05-12,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,815,Cipla Quality Chemicals,GZTUU7OO,2024-08-11,2
GRN-20220512-1742,2022-05-12,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,999,National Medical Stores,BP980YPW,2023-11-08,4
GRN-20220513-1743,2022-05-13,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1250,EMHS Uganda,S6AU01CJ,2024-10-12,2
GRN-20220514-1744,2022-05-14,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2139,Quality Chemicals Industries,KDOC6DYS,2023-12-24,5
GRN-20220514-1745,2022-05-14,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,2117,National Medical Stores,IXXNIKLN,2024-01-02,4
GRN-20220515-1746,2022-05-15,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1468,EMHS Uganda,9D3IXHQU,2024-04-20,0
GRN-20220515-1747,2022-05-15,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3340,Abacus Pharma,6PHO1CGT,2023-10-17,5
GRN-20220516-1748,2022-05-16,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,467,Abacus Pharma,8UVEELR9,2023-10-30,5
GRN-20220517-1749,2022-05-17,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,470,Cipla Quality Chemicals,C37GY7OW,2024-06-20,7
GRN-20220519-1750,2022-05-19,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,815,Quality Chemicals Industries,L5HG1WI8,2024-01-10,3
GRN-20220519-1751,2022-05-19,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1191,Cipla Quality Chemicals,W8YRE4E1,2024-04-26,2
GRN-20220520-1752,2022-05-20,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1056,Abacus Pharma,ZZ1M1EIE,2024-10-20,7
GRN-20220521-1753,2022-05-21,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1609,EMHS Uganda,RYDD842Q,2024-09-23,7
GRN-20220521-1754,2022-05-21,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,602,National Medical Stores,7CBGMF5F,2023-10-23,7
GRN-20220524-1755,2022-05-24,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,653,Joint Medical Store,HYT7GYLW,2024-03-18,7
GRN-20220525-1756,2022-05-25,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2854,Quality Chemicals Industries,RQHQ4R4K,2023-09-04,7
GRN-20220525-1757,2022-05-25,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,462,Cipla Quality Chemicals,Y3FUVP9M,2024-10-08,3
GRN-20220527-1758,2022-05-27,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1143,National Medical Stores,65DJHIMM,2023-08-24,2
GRN-20220528-1759,2022-05-28,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,785,National Medical Stores,X08CHTN1,2024-06-07,6
GRN-20220529-1760,2022-05-29,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1249,Joint Medical Store,6DWT52NQ,2024-03-26,7
GRN-20220529-1761,2022-05-29,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,765,EMHS Uganda,T9Y8D1ZA,2023-06-27,7
GRN-20220530-1762,2022-05-30,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1357,Joint Medical Store,ZIBMYE1C,2023-12-27,5
GRN-20220530-1763,2022-05-30,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,567,Joint Medical Store,03LR8FE9,2023-10-16,3
GRN-20220530-1764,2022-05-30,Allan Galpin Health Center,D028,ORS Sachets,1782,EMHS Uganda,XGQ9US9E,2023-08-19,5
GRN-20220531-1765,2022-05-31,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1415,EMHS Uganda,ZJV0EQWX,2024-11-08,2
GRN-20220531-1766,2022-05-31,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3114,EMHS Uganda,6WG6JYMF,2024-07-02,3
GRN-20220531-1767,2022-05-31,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,817,National Medical Stores,QXJL0HOA,2024-03-10,4
GRN-20220531-1768,2022-05-31,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1628,National Medical Stores,XHL48XCJ,2023-08-06,3
GRN-20220601-1769,2022-06-01,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2341,Quality Chemicals Industries,61N54C6R,2023-07-12,7
GRN-20220601-1770,2022-06-01,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,853,Abacus Pharma,SU4YB05F,2024-11-09,6
GRN-20220602-1771,2022-06-02,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1146,Quality Chemicals Industries,UMUBCKJ6,2023-09-27,2
GRN-20220602-1772,2022-06-02,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1010,Joint Medical Store,DRC2BV7N,2024-10-17,2
GRN-20220602-1773,2022-06-02,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,662,Joint Medical Store,7IXFAUZZ,2023-10-20,6
GRN-20220602-1774,2022-06-02,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,533,Quality Chemicals Industries,L6PVRP5C,2024-03-07,3
GRN-20220604-1775,2022-06-04,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,368,Cipla Quality Chemicals,F0XJKS0P,2023-12-19,6
GRN-20220605-1776,2022-06-05,Allan Galpin Health Center,D021,Metformin 850mg Tablets,1876,Abacus Pharma,B76E8RW7,2024-04-04,6
GRN-20220607-1777,2022-06-07,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2294,Joint Medical Store,95XPZSZB,2023-11-30,3
GRN-20220608-1778,2022-06-08,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,972,Cipla Quality Chemicals,E67FFN95,2023-12-25,7
GRN-20220608-1779,2022-06-08,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,643,Cipla Quality Chemicals,6V9UZFGX,2024-02-18,6
GRN-20220610-1780,2022-06-10,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2286,Abacus Pharma,5ZJCMTCI,2023-11-20,1
GRN-20220610-1781,2022-06-10,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1432,EMHS Uganda,C8BFHRCW,2023-12-28,3
GRN-20220611-1782,2022-06-11,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,397,National Medical Stores,WLTIJI9K,2024-02-19,2
GRN-20220611-1783,2022-06-11,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,997,Quality Chemicals Industries,Q9EQDQOO,2024-06-05,6
GRN-20220611-1784,2022-06-11,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1455,Abacus Pharma,OMMO9M6O,2024-04-23,0
GRN-20220612-1785,2022-06-12,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,816,National Medical Stores,4GNNH3R2,2023-07-07,5
GRN-20220612-1786,2022-06-12,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1062,Quality Chemicals Industries,0D95JA73,2024-11-04,4
GRN-20220612-1787,2022-06-12,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1246,National Medical Stores,W1LZJEK3,2024-07-06,2
GRN-20220613-1788,2022-06-13,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1422,Quality Chemicals Industries,23G90IK6,2024-06-09,4
GRN-20220614-1789,2022-06-14,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1756,National Medical Stores,MEZLG196,2024-04-20,1
GRN-20220616-1790,2022-06-16,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2190,EMHS Uganda,V4276X0N,2024-03-02,0
GRN-20220616-1791,2022-06-16,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,2018,Cipla Quality Chemicals,CY0WL5RL,2023-06-18,6
GRN-20220617-1792,2022-06-17,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,600,Quality Chemicals Industries,OCIVQYLX,2023-12-17,6
GRN-20220618-1793,2022-06-18,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1932,Cipla Quality Chemicals,4FZN80Y1,2024-07-27,1
GRN-20220619-1794,2022-06-19,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,697,Quality Chemicals Industries,63NZ44PO,2023-09-13,2
GRN-20220620-1795,2022-06-20,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1681,Abacus Pharma,13DZQLYM,2024-05-12,3
GRN-20220621-1796,2022-06-21,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1755,Abacus Pharma,N8JZELJB,2024-10-08,6
GRN-20220621-1797,2022-06-21,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,634,Quality Chemicals Industries,WRB2QIYT,2024-07-24,6
GRN-20220623-1798,2022-06-23,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,616,EMHS Uganda,CSQQ9J54,2023-09-12,1
GRN-20220623-1799,2022-06-23,Allan Galpin Health Center,D028,ORS Sachets,1634,National Medical Stores,9JDANZC0,2023-09-07,3
GRN-20220624-1800,2022-06-24,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,777,Quality Chemicals Industries,0MDSYOT8,2024-02-03,2
GRN-20220624-1801,2022-06-24,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4321,National Medical Stores,QQOX2D2O,2023-07-05,6
GRN-20220624-1802,2022-06-24,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,895,EMHS Uganda,8XZ8WKF5,2024-04-24,6
GRN-20220626-1803,2022-06-26,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1354,Joint Medical Store,0ATMITN6,2023-08-22,0
GRN-20220627-1804,2022-06-27,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1115,Cipla Quality Chemicals,HZAZVH2S,2023-11-16,7
GRN-20220628-1805,2022-06-28,Allan Galpin Health Center,D002,Artesunate Injection 60mg,858,Quality Chemicals Industries,XT94P3Z9,2024-12-11,7
GRN-20220628-1806,2022-06-28,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1471,Abacus Pharma,PEKHM1DJ,2024-06-02,4
GRN-20220629-1807,2022-06-29,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1239,EMHS Uganda,HF7MFZU1,2024-09-21,0
GRN-20220629-1808,2022-06-29,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1490,National Medical Stores,GCMX4EKV,2024-06-13,7
GRN-20220630-1809,2022-06-30,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1053,Quality Chemicals Industries,78SZ548I,2024-06-09,6
GRN-20220701-1810,2022-07-01,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,323,National Medical Stores,H75PXMA2,2023-11-19,6
GRN-20220702-1811,2022-07-02,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,844,Joint Medical Store,F8YILP25,2023-07-13,0
GRN-20220702-1812,2022-07-02,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,1076,Quality Chemicals Industries,9IQZ15BD,2023-08-04,4
GRN-20220703-1813,2022-07-03,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,450,Cipla Quality Chemicals,WFNF8LKO,2024-12-17,2
GRN-20220703-1814,2022-07-03,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,298,Quality Chemicals Industries,8ESZJZXD,2024-03-24,4
GRN-20220704-1815,2022-07-04,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,926,Cipla Quality Chemicals,1F9Y94C4,2023-10-11,2
GRN-20220704-1816,2022-07-04,Allan Galpin Health Center,D021,Metformin 850mg Tablets,1619,National Medical Stores,RZ0KSX1F,2023-09-18,5
GRN-20220706-1817,2022-07-06,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2250,Quality Chemicals Industries,8PSM1Q3X,2024-02-23,5
GRN-20220706-1818,2022-07-06,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,1786,EMHS Uganda,8BU8HYSU,2024-09-27,4
GRN-20220707-1819,2022-07-07,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1499,Abacus Pharma,KRD8KXJH,2024-10-02,6
GRN-20220707-1820,2022-07-07,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1400,EMHS Uganda,KCNZ1JP1,2023-08-13,2
GRN-20220707-1821,2022-07-07,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1483,Joint Medical Store,8II8R6GL,2024-10-17,7
GRN-20220708-1822,2022-07-08,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,833,EMHS Uganda,0PORNSJA,2024-11-04,2
GRN-20220708-1823,2022-07-08,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1549,Joint Medical Store,CE0J85WP,2024-06-02,7
GRN-20220709-1824,2022-07-09,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1944,National Medical Stores,KO4DF257,2024-08-03,6
GRN-20220710-1825,2022-07-10,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,614,Cipla Quality Chemicals,RFQBUELV,2024-06-02,4
GRN-20220711-1826,2022-07-11,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1066,Abacus Pharma,YDA265HX,2024-11-11,5
GRN-20220712-1827,2022-07-12,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,596,National Medical Stores,BCNL7YUK,2023-11-10,3
GRN-20220712-1828,2022-07-12,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1528,Cipla Quality Chemicals,79AY6ZIR,2024-10-12,6
