transaction_id,transaction_date,drug_id,drug_name,category,quantity_dispensed,unit_price,facility_id
T135154,2022-03-02,D007,ORS Sachets,Rehydration,5,33.85,F001
T135155,2022-03-02,D007,ORS Sachets,Rehydration,5,10.55,F001
T135156,2022-03-02,D007,ORS Sachets,Rehydration,2,13.9,F001
T135157,2022-03-02,D007,ORS Sachets,Rehydration,3,46.79,F001
T135158,2022-03-02,D007,ORS Sachets,Rehydration,2,40.32,F001
T135159,2022-03-02,D007,ORS Sachets,Rehydration,4,7.49,F001
T135160,2022-03-02,D007,ORS Sachets,Rehydration,5,42.36,F001
T135161,2022-03-02,D007,ORS Sachets,Rehydration,3,11.48,F001
T135162,2022-03-02,D007,ORS Sachets,Rehydration,3,26.79,F001
T135163,2022-03-02,D007,ORS Sachets,Rehydration,1,11.86,F001
T135164,2022-03-02,D007,ORS Sachets,Rehydration,4,21.85,F001
T135165,2022-03-02,D007,ORS Sachets,Rehydration,3,46.83,F001
T135166,2022-03-02,D007,ORS Sachets,Rehydration,2,47.37,F001
T135167,2022-03-02,D007,ORS Sachets,Rehydration,2,9.35,F001
T135168,2022-03-02,D007,ORS Sachets,Rehydration,1,26.44,F001
T135169,2022-03-02,D007,ORS Sachets,Rehydration,1,27.27,F001
T135170,2022-03-02,D007,ORS Sachets,Rehydration,1,13.53,F001
T135171,2022-03-02,D007,ORS Sachets,Rehydration,4,30.25,F001
T135172,2022-03-02,D007,ORS Sachets,Rehydration,2,32.08,F001
T135173,2022-03-02,D007,ORS Sachets,Rehydration,5,48.74,F001
T135174,2022-03-02,D007,ORS Sachets,Rehydration,4,10.28,F001
T135175,2022-03-02,D007,ORS Sachets,Rehydration,1,14.08,F001
T135176,2022-03-02,D007,ORS Sachets,Rehydration,2,45.56,F001
T135177,2022-03-02,D007,ORS Sachets,Rehydration,3,13.4,F001
T135178,2022-03-02,D007,ORS Sachets,Rehydration,5,7.44,F001
T135179,2022-03-02,D007,ORS Sachets,Rehydration,3,39.19,F001
T135180,2022-03-02,D007,ORS Sachets,Rehydration,4,20.4,F001
T135181,2022-03-02,D007,ORS Sachets,Rehydration,4,47.69,F001
T135182,2022-03-02,D007,ORS Sachets,Rehydration,3,42.99,F001
T135183,2022-03-02,D007,ORS Sachets,Rehydration,5,17.27,F001
T135184,2022-03-02,D007,ORS Sachets,Rehydration,1,39.93,F001
T135185,2022-03-02,D007,ORS Sachets,Rehydration,4,27.78,F001
T135186,2022-03-02,D007,ORS Sachets,Rehydration,4,10.31,F001
T135187,2022-03-02,D007,ORS Sachets,Rehydration,2,44.66,F001
T135188,2022-03-02,D007,ORS Sachets,Rehydration,1,21.56,F001
T135189,2022-03-02,D007,ORS Sachets,Rehydration,5,22.13,F001
T135190,2022-03-02,D007,ORS Sachets,Rehydration,3,12.78,F001
T135191,2022-03-03,D007,ORS Sachets,Rehydration,3,31.92,F001
T135192,2022-03-03,D007,ORS Sachets,Rehydration,3,10.62,F001
T135193,2022-03-03,D007,ORS Sachets,Rehydration,5,8.65,F001
T135194,2022-03-03,D007,ORS Sachets,Rehydration,4,20.77,F001
T135195,2022-03-03,D007,ORS Sachets,Rehydration,3,8.45,F001
T135196,2022-03-03,D007,ORS Sachets,Rehydration,4,6.31,F001
T135197,2022-03-03,D007,ORS Sachets,Rehydration,2,25.07,F001
T135198,2022-03-03,D007,ORS Sachets,Rehydration,3,23.6,F001
T135199,2022-03-03,D007,ORS Sachets,Rehydration,1,32.15,F001
T135200,2022-03-03,D007,ORS Sachets,Rehydration,5,33.0,F001
T135201,2022-03-03,D007,ORS Sachets,Rehydration,2,21.46,F001
T135202,2022-03-03,D007,ORS Sachets,Rehydration,3,14.01,F001
T135203,2022-03-03,D007,ORS Sachets,Rehydration,1,8.3,F001
T135204,2022-03-03,D007,ORS Sachets,Rehydration,5,16.83,F001
T135205,2022-03-03,D007,ORS Sachets,Rehydration,1,45.98,F001
T135206,2022-03-03,D007,ORS Sachets,Rehydration,4,29.94,F001
T135207,2022-03-03,D007,ORS Sachets,Rehydration,5,49.54,F001
T135208,2022-03-03,D007,ORS Sachets,Rehydration,2,46.06,F001
T135209,2022-03-03,D007,ORS Sachets,Rehydration,3,13.57,F001
T135210,2022-03-03,D007,ORS Sachets,Rehydration,5,38.04,F001
T135211,2022-03-03,D007,ORS Sachets,Rehydration,3,47.17,F001
T135212,2022-03-03,D007,ORS Sachets,Rehydration,2,37.83,F001
T135213,2022-03-03,D007,ORS Sachets,Rehydration,1,46.06,F001
T135214,2022-03-03,D007,ORS Sachets,Rehydration,4,27.4,F001
T135215,2022-03-03,D007,ORS Sachets,Rehydration,2,31.75,F001
T135216,2022-03-03,D007,ORS Sachets,Rehydration,2,31.09,F001
T135217,2022-03-03,D007,ORS Sachets,Rehydration,2,28.65,F001
T135218,2022-03-03,D007,ORS Sachets,Rehydration,3,18.88,F001
T135219,2022-03-03,D007,ORS Sachets,Rehydration,3,49.21,F001
T135220,2022-03-03,D007,ORS Sachets,Rehydration,5,44.82,F001
T135221,2022-03-03,D007,ORS Sachets,Rehydration,4,26.15,F001
T135222,2022-03-03,D007,ORS Sachets,Rehydration,4,14.24,F001
T135223,2022-03-03,D007,ORS Sachets,Rehydration,1,34.71,F001
T135224,2022-03-03,D007,ORS Sachets,Rehydration,5,23.47,F001
T135225,2022-03-03,D007,ORS Sachets,Rehydration,4,23.02,F001
T135226,2022-03-03,D007,ORS Sachets,Rehydration,3,5.13,F001
T135227,2022-03-03,D007,ORS Sachets,Rehydration,3,34.97,F001
T135228,2022-03-03,D007,ORS Sachets,Rehydration,3,38.89,F001
T135229,2022-03-03,D007,ORS Sachets,Rehydration,2,6.36,F001
T135230,2022-03-03,D007,ORS Sachets,Rehydration,2,30.22,F001
T135231,2022-03-04,D007,ORS Sachets,Rehydration,5,29.27,F001
T135232,2022-03-04,D007,ORS Sachets,Rehydration,1,42.56,F001
T135233,2022-03-04,D007,ORS Sachets,Rehydration,3,27.42,F001
T135234,2022-03-04,D007,ORS Sachets,Rehydration,2,16.71,F001
T135235,2022-03-04,D007,ORS Sachets,Rehydration,4,13.78,F001
T135236,2022-03-04,D007,ORS Sachets,Rehydration,5,18.38,F001
T135237,2022-03-04,D007,ORS Sachets,Rehydration,3,40.59,F001
T135238,2022-03-04,D007,ORS Sachets,Rehydration,2,46.95,F001
T135239,2022-03-04,D007,ORS Sachets,Rehydration,3,38.74,F001
T135240,2022-03-04,D007,ORS Sachets,Rehydration,2,27.24,F001
T135241,2022-03-04,D007,ORS Sachets,Rehydration,3,49.58,F001
T135242,2022-03-04,D007,ORS Sachets,Rehydration,3,43.48,F001
T135243,2022-03-04,D007,ORS Sachets,Rehydration,4,47.71,F001
T135244,2022-03-04,D007,ORS Sachets,Rehydration,5,41.17,F001
T135245,2022-03-04,D007,ORS Sachets,Rehydration,5,36.85,F001
T135246,2022-03-04,D007,ORS Sachets,Rehydration,3,39.68,F001
T135247,2022-03-04,D007,ORS Sachets,Rehydration,3,10.71,F001
T135248,2022-03-04,D007,ORS Sachets,Rehydration,4,13.05,F001
T135249,2022-03-04,D007,ORS Sachets,Rehydration,1,31.12,F001
T135250,2022-03-04,D007,ORS Sachets,Rehydration,3,43.48,F001
T135251,2022-03-04,D007,ORS Sachets,Rehydration,5,21.2,F001
T135252,2022-03-04,D007,ORS Sachets,Rehydration,4,20.17,F001
T135253,2022-03-04,D007,ORS Sachets,Rehydration,4,14.81,F001
T135254,2022-03-04,D007,ORS Sachets,Rehydration,3,23.2,F001
T135255,2022-03-04,D007,ORS Sachets,Rehydration,3,46.15,F001
T135256,2022-03-04,D007,ORS Sachets,Rehydration,3,34.55,F001
T135257,2022-03-04,D007,ORS Sachets,Rehydration,2,43.4,F001
T135258,2022-03-04,D007,ORS Sachets,Rehydration,1,5.09,F001
T135259,2022-03-04,D007,ORS Sachets,Rehydration,2,45.01,F001
T135260,2022-03-04,D007,ORS Sachets,Rehydration,4,19.18,F001
T135261,2022-03-04,D007,ORS Sachets,Rehydration,3,44.87,F001
T135262,2022-03-04,D007,ORS Sachets,Rehydration,5,35.4,F001
T135263,2022-03-04,D007,ORS Sachets,Rehydration,3,34.69,F001
T135264,2022-03-04,D007,ORS Sachets,Rehydration,3,37.65,F001
T135265,2022-03-04,D007,ORS Sachets,Rehydration,3,37.95,F001
T135266,2022-03-04,D007,ORS Sachets,Rehydration,1,38.85,F001
T135267,2022-03-05,D007,ORS Sachets,Rehydration,4,32.36,F001
T135268,2022-03-05,D007,ORS Sachets,Rehydration,1,5.2,F001
T135269,2022-03-05,D007,ORS Sachets,Rehydration,1,34.06,F001
T135270,2022-03-05,D007,ORS Sachets,Rehydration,2,16.82,F001
T135271,2022-03-05,D007,ORS Sachets,Rehydration,4,22.77,F001
T135272,2022-03-05,D007,ORS Sachets,Rehydration,3,29.28,F001
T135273,2022-03-05,D007,ORS Sachets,Rehydration,3,5.57,F001
T135274,2022-03-05,D007,ORS Sachets,Rehydration,4,27.1,F001
T135275,2022-03-05,D007,ORS Sachets,Rehydration,5,21.5,F001
T135276,2022-03-05,D007,ORS Sachets,Rehydration,1,6.57,F001
T135277,2022-03-05,D007,ORS Sachets,Rehydration,4,9.06,F001
T135278,2022-03-05,D007,ORS Sachets,Rehydration,4,44.76,F001
T135279,2022-03-05,D007,ORS Sachets,Rehydration,4,16.41,F001
T135280,2022-03-05,D007,ORS Sachets,Rehydration,5,28.73,F001
T135281,2022-03-05,D007,ORS Sachets,Rehydration,3,36.69,F001
T135282,2022-03-05,D007,ORS Sachets,Rehydration,1,46.61,F001
T135283,2022-03-05,D007,ORS Sachets,Rehydration,2,10.57,F001
T135284,2022-03-05,D007,ORS Sachets,Rehydration,3,7.0,F001
T135285,2022-03-05,D007,ORS Sachets,Rehydration,2,30.3,F001
T135286,2022-03-05,D007,ORS Sachets,Rehydration,3,44.58,F001
T135287,2022-03-05,D007,ORS Sachets,Rehydration,3,37.05,F001
T135288,2022-03-05,D007,ORS Sachets,Rehydration,2,41.75,F001
T135289,2022-03-05,D007,ORS Sachets,Rehydration,3,40.38,F001
T135290,2022-03-05,D007,ORS Sachets,Rehydration,2,25.05,F001
T135291,2022-03-05,D007,ORS Sachets,Rehydration,1,34.32,F001
T135292,2022-03-05,D007,ORS Sachets,Rehydration,5,15.43,F001
T135293,2022-03-05,D007,ORS Sachets,Rehydration,4,27.8,F001
T135294,2022-03-05,D007,ORS Sachets,Rehydration,1,17.33,F001
T135295,2022-03-05,D007,ORS Sachets,Rehydration,3,48.54,F001
T135296,2022-03-05,D007,ORS Sachets,Rehydration,4,18.16,F001
T135297,2022-03-05,D007,ORS Sachets,Rehydration,3,18.66,F001
T135298,2022-03-05,D007,ORS Sachets,Rehydration,2,27.97,F001
T135299,2022-03-05,D007,ORS Sachets,Rehydration,4,7.28,F001
T135300,2022-03-05,D007,ORS Sachets,Rehydration,2,29.15,F001
T135301,2022-03-05,D007,ORS Sachets,Rehydration,3,35.88,F001
T135302,2022-03-05,D007,ORS Sachets,Rehydration,1,21.8,F001
T135303,2022-03-06,D007,ORS Sachets,Rehydration,1,31.71,F001
T135304,2022-03-06,D007,ORS Sachets,Rehydration,4,31.52,F001
T135305,2022-03-06,D007,ORS Sachets,Rehydration,5,42.61,F001
T135306,2022-03-06,D007,ORS Sachets,Rehydration,4,44.84,F001
T135307,2022-03-06,D007,ORS Sachets,Rehydration,1,20.24,F001
T135308,2022-03-06,D007,ORS Sachets,Rehydration,5,47.2,F001
T135309,2022-03-06,D007,ORS Sachets,Rehydration,5,41.38,F001
T135310,2022-03-06,D007,ORS Sachets,Rehydration,1,27.01,F001
T135311,2022-03-06,D007,ORS Sachets,Rehydration,3,43.57,F001
T135312,2022-03-06,D007,ORS Sachets,Rehydration,2,22.81,F001
T135313,2022-03-06,D007,ORS Sachets,Rehydration,2,19.49,F001
T135314,2022-03-06,D007,ORS Sachets,Rehydration,3,10.18,F001
T135315,2022-03-06,D007,ORS Sachets,Rehydration,2,29.71,F001
T135316,2022-03-06,D007,ORS Sachets,Rehydration,5,29.09,F001
T135317,2022-03-06,D007,ORS Sachets,Rehydration,1,15.59,F001
T135318,2022-03-06,D007,ORS Sachets,Rehydration,4,44.08,F001
T135319,2022-03-06,D007,ORS Sachets,Rehydration,3,28.75,F001
T135320,2022-03-25,D007,ORS Sachets,Rehydration,3,28.13,F001
T135321,2022-03-25,D007,ORS Sachets,Rehydration,4,5.88,F001
T135322,2022-03-25,D007,ORS Sachets,Rehydration,2,20.71,F001
T135323,2022-03-25,D007,ORS Sachets,Rehydration,2,40.65,F001
T135324,2022-03-25,D007,ORS Sachets,Rehydration,4,5.62,F001
T135325,2022-03-25,D007,ORS Sachets,Rehydration,2,29.94,F001
T135326,2022-03-25,D007,ORS Sachets,Rehydration,2,26.43,F001
T135327,2022-03-25,D007,ORS Sachets,Rehydration,3,47.71,F001
T135328,2022-03-25,D007,ORS Sachets,Rehydration,5,32.22,F001
T135329,2022-03-25,D007,ORS Sachets,Rehydration,4,34.44,F001
T135330,2022-03-25,D007,ORS Sachets,Rehydration,3,6.47,F001
T135331,2022-03-25,D007,ORS Sachets,Rehydration,5,40.82,F001
T135332,2022-03-25,D007,ORS Sachets,Rehydration,5,22.13,F001
T135333,2022-03-25,D007,ORS Sachets,Rehydration,4,35.73,F001
T135334,2022-03-25,D007,ORS Sachets,Rehydration,4,19.83,F001
T135335,2022-03-25,D007,ORS Sachets,Rehydration,2,37.42,F001
T135336,2022-03-25,D007,ORS Sachets,Rehydration,2,29.66,F001
T135337,2022-03-25,D007,ORS Sachets,Rehydration,2,46.69,F001
T135338,2022-03-25,D007,ORS Sachets,Rehydration,1,9.59,F001
T135339,2022-03-25,D007,ORS Sachets,Rehydration,2,25.91,F001
T135340,2022-03-25,D007,ORS Sachets,Rehydration,3,24.96,F001
T135341,2022-03-25,D007,ORS Sachets,Rehydration,5,43.56,F001
T135342,2022-03-25,D007,ORS Sachets,Rehydration,3,9.61,F001
T135343,2022-03-25,D007,ORS Sachets,Rehydration,2,12.22,F001
T135344,2022-03-25,D007,ORS Sachets,Rehydration,3,9.45,F001
T135345,2022-03-25,D007,ORS Sachets,Rehydration,5,17.59,F001
T135346,2022-03-25,D007,ORS Sachets,Rehydration,5,16.42,F001
T135347,2022-03-25,D007,ORS Sachets,Rehydration,5,30.5,F001
T135348,2022-03-25,D007,ORS Sachets,Rehydration,4,18.78,F001
T135349,2022-03-25,D007,ORS Sachets,Rehydration,1,17.17,F001
T135350,2022-03-25,D007,ORS Sachets,Rehydration,4,34.21,F001
T135351,2022-03-25,D007,ORS Sachets,Rehydration,2,14.63,F001
T135352,2022-03-25,D007,ORS Sachets,Rehydration,1,40.64,F001
T135353,2022-03-25,D007,ORS Sachets,Rehydration,2,6.55,F001
T135354,2022-03-26,D007,ORS Sachets,Rehydration,1,18.12,F001
T135355,2022-03-26,D007,ORS Sachets,Rehydration,1,8.04,F001
T135356,2022-03-26,D007,ORS Sachets,Rehydration,3,49.2,F001
T135357,2022-03-26,D007,ORS Sachets,Rehydration,4,44.59,F001
T135358,2022-03-26,D007,ORS Sachets,Rehydration,4,38.16,F001
T135359,2022-03-26,D007,ORS Sachets,Rehydration,1,39.49,F001
T135360,2022-03-26,D007,ORS Sachets,Rehydration,4,16.25,F001
T135361,2022-03-26,D007,ORS Sachets,Rehydration,4,25.79,F001
T135362,2022-03-26,D007,ORS Sachets,Rehydration,3,44.44,F001
T135363,2022-03-26,D007,ORS Sachets,Rehydration,3,10.56,F001
T135364,2022-03-26,D007,ORS Sachets,Rehydration,1,48.93,F001
T135365,2022-03-26,D007,ORS Sachets,Rehydration,3,49.96,F001
T135366,2022-03-26,D007,ORS Sachets,Rehydration,5,37.06,F001
T135367,2022-03-26,D007,ORS Sachets,Rehydration,3,33.72,F001
T135368,2022-03-26,D007,ORS Sachets,Rehydration,5,14.0,F001
T135369,2022-03-26,D007,ORS Sachets,Rehydration,4,13.1,F001
T135370,2022-03-26,D007,ORS Sachets,Rehydration,1,5.23,F001
T135371,2022-03-26,D007,ORS Sachets,Rehydration,5,43.74,F001
T135372,2022-03-26,D007,ORS Sachets,Rehydration,3,49.69,F001
T135373,2022-03-26,D007,ORS Sachets,Rehydration,3,29.83,F001
T135374,2022-03-26,D007,ORS Sachets,Rehydration,5,11.96,F001
T135375,2022-03-26,D007,ORS Sachets,Rehydration,1,41.78,F001
T135376,2022-03-26,D007,ORS Sachets,Rehydration,4,18.37,F001
T135377,2022-03-26,D007,ORS Sachets,Rehydration,1,14.23,F001
T135378,2022-03-26,D007,ORS Sachets,Rehydration,5,35.36,F001
T135379,2022-03-26,D007,ORS Sachets,Rehydration,1,33.53,F001
T135380,2022-03-26,D007,ORS Sachets,Rehydration,3,9.83,F001
T135381,2022-03-26,D007,ORS Sachets,Rehydration,5,40.95,F001
T135382,2022-03-26,D007,ORS Sachets,Rehydration,5,23.65,F001
T135383,2022-03-26,D007,ORS Sachets,Rehydration,4,14.44,F001
T135384,2022-03-26,D007,ORS Sachets,Rehydration,1,6.64,F001
T135385,2022-03-26,D007,ORS Sachets,Rehydration,3,26.13,F001
T135386,2022-03-26,D007,ORS Sachets,Rehydration,4,24.39,F001
T135387,2022-03-26,D007,ORS Sachets,Rehydration,1,41.52,F001
T135388,2022-03-26,D007,ORS Sachets,Rehydration,2,20.42,F001
T135389,2022-03-27,D007,ORS Sachets,Rehydration,4,7.49,F001
T135390,2022-03-27,D007,ORS Sachets,Rehydration,3,9.96,F001
T135391,2022-03-27,D007,ORS Sachets,Rehydration,2,23.58,F001
T135392,2022-03-27,D007,ORS Sachets,Rehydration,1,29.31,F001
T135393,2022-03-27,D007,ORS Sachets,Rehydration,2,23.13,F001
T135394,2022-03-27,D007,ORS Sachets,Rehydration,5,25.02,F001
T135395,2022-03-27,D007,ORS Sachets,Rehydration,4,36.58,F001
T135396,2022-03-27,D007,ORS Sachets,Rehydration,3,47.2,F001
T135397,2022-03-27,D007,ORS Sachets,Rehydration,2,47.12,F001
T135398,2022-03-27,D007,ORS Sachets,Rehydration,4,41.43,F001
T135399,2022-03-27,D007,ORS Sachets,Rehydration,5,47.46,F001
T135400,2022-03-27,D007,ORS Sachets,Rehydration,3,20.38,F001
T135401,2022-03-27,D007,ORS Sachets,Rehydration,2,31.58,F001
T135402,2022-03-27,D007,ORS Sachets,Rehydration,5,6.66,F001
T135403,2022-03-27,D007,ORS Sachets,Rehydration,3,44.14,F001
T135404,2022-03-27,D007,ORS Sachets,Rehydration,1,10.06,F001
T135405,2022-03-27,D007,ORS Sachets,Rehydration,2,34.43,F001
T135406,2022-03-27,D007,ORS Sachets,Rehydration,1,26.5,F001
T135407,2022-03-27,D007,ORS Sachets,Rehydration,3,7.8,F001
T135408,2022-03-27,D007,ORS Sachets,Rehydration,3,32.98,F001
T135409,2022-03-27,D007,ORS Sachets,Rehydration,3,8.62,F001
T135410,2022-03-27,D007,ORS Sachets,Rehydration,4,16.99,F001
T135411,2022-03-27,D007,ORS Sachets,Rehydration,4,47.41,F001
T135412,2022-03-27,D007,ORS Sachets,Rehydration,2,31.83,F001
T135413,2022-03-27,D007,ORS Sachets,Rehydration,4,24.41,F001
T135414,2022-03-27,D007,ORS Sachets,Rehydration,1,7.25,F001
T135415,2022-03-27,D007,ORS Sachets,Rehydration,4,37.17,F001
T135416,2022-03-27,D007,ORS Sachets,Rehydration,1,44.95,F001
T135417,2022-03-27,D007,ORS Sachets,Rehydration,4,11.21,F001
T135418,2022-03-27,D007,ORS Sachets,Rehydration,3,17.19,F001
T135419,2022-03-27,D007,ORS Sachets,Rehydration,4,49.44,F001
T135420,2022-03-27,D007,ORS Sachets,Rehydration,2,14.4,F001
T135421,2022-03-27,D007,ORS Sachets,Rehydration,1,11.51,F001
T135422,2022-03-27,D007,ORS Sachets,Rehydration,2,13.48,F001
T135423,2022-03-27,D007,ORS Sachets,Rehydration,3,49.73,F001
T135424,2022-03-27,D007,ORS Sachets,Rehydration,5,32.36,F001
T135425,2022-03-27,D007,ORS Sachets,Rehydration,3,40.3,F001
T135426,2022-03-27,D007,ORS Sachets,Rehydration,2,11.01,F001
T135427,2022-03-28,D007,ORS Sachets,Rehydration,2,13.16,F001
T135428,2022-03-28,D007,ORS Sachets,Rehydration,3,22.18,F001
T135429,2022-03-28,D007,ORS Sachets,Rehydration,4,36.23,F001
T135430,2022-03-28,D007,ORS Sachets,Rehydration,3,37.22,F001
T135431,2022-03-28,D007,ORS Sachets,Rehydration,5,13.57,F001
T135432,2022-03-28,D007,ORS Sachets,Rehydration,1,46.71,F001
T135433,2022-03-28,D007,ORS Sachets,Rehydration,2,17.47,F001
T135434,2022-03-28,D007,ORS Sachets,Rehydration,3,48.68,F001
T135435,2022-03-28,D007,ORS Sachets,Rehydration,1,20.32,F001
T135436,2022-03-28,D007,ORS Sachets,Rehydration,3,32.71,F001
T135437,2022-03-28,D007,ORS Sachets,Rehydration,4,7.47,F001
T135438,2022-03-28,D007,ORS Sachets,Rehydration,4,36.29,F001
T135439,2022-03-28,D007,ORS Sachets,Rehydration,4,11.45,F001
T135440,2022-03-28,D007,ORS Sachets,Rehydration,3,47.2,F001
T135441,2022-03-28,D007,ORS Sachets,Rehydration,2,10.88,F001
T135442,2022-03-28,D007,ORS Sachets,Rehydration,4,37.53,F001
T135443,2022-03-28,D007,ORS Sachets,Rehydration,1,42.18,F001
T135444,2022-03-28,D007,ORS Sachets,Rehydration,5,20.3,F001
T135445,2022-03-28,D007,ORS Sachets,Rehydration,1,18.34,F001
T135446,2022-03-28,D007,ORS Sachets,Rehydration,5,42.29,F001
T135447,2022-03-28,D007,ORS Sachets,Rehydration,3,28.46,F001
T135448,2022-03-28,D007,ORS Sachets,Rehydration,3,15.23,F001
T135449,2022-03-28,D007,ORS Sachets,Rehydration,2,32.58,F001
T135450,2022-03-28,D007,ORS Sachets,Rehydration,1,16.8,F001
T135451,2022-03-28,D007,ORS Sachets,Rehydration,5,13.09,F001
T135452,2022-03-28,D007,ORS Sachets,Rehydration,2,17.25,F001
T135453,2022-03-28,D007,ORS Sachets,Rehydration,4,19.35,F001
T135454,2022-03-28,D007,ORS Sachets,Rehydration,1,8.47,F001
T135455,2022-03-28,D007,ORS Sachets,Rehydration,5,49.97,F001
T135456,2022-03-28,D007,ORS Sachets,Rehydration,2,31.17,F001
T135457,2022-03-28,D007,ORS Sachets,Rehydration,1,30.69,F001
T135458,2022-03-28,D007,ORS Sachets,Rehydration,4,19.64,F001
T135459,2022-03-28,D007,ORS Sachets,Rehydration,3,14.83,F001
T135460,2022-03-28,D007,ORS Sachets,Rehydration,2,44.27,F001
T135461,2022-03-28,D007,ORS Sachets,Rehydration,4,37.3,F001
T135462,2022-03-28,D007,ORS Sachets,Rehydration,5,49.87,F001
T135463,2022-03-29,D007,ORS Sachets,Rehydration,1,35.95,F001
T135464,2022-03-29,D007,ORS Sachets,Rehydration,4,6.25,F001
T135465,2022-03-29,D007,ORS Sachets,Rehydration,2,41.76,F001
T135466,2022-03-29,D007,ORS Sachets,Rehydration,2,21.19,F001
T135467,2022-03-29,D007,ORS Sachets,Rehydration,2,41.73,F001
T135468,2022-03-29,D007,ORS Sachets,Rehydration,2,28.96,F001
T135469,2022-03-29,D007,ORS Sachets,Rehydration,2,38.42,F001
T135470,2022-03-29,D007,ORS Sachets,Rehydration,2,10.59,F001
T135471,2022-03-29,D007,ORS Sachets,Rehydration,5,38.14,F001
T135472,2022-03-29,D007,ORS Sachets,Rehydration,3,13.24,F001
T135473,2022-03-29,D007,ORS Sachets,Rehydration,4,24.55,F001
T135474,2022-03-29,D007,ORS Sachets,Rehydration,1,29.12,F001
T135475,2022-03-29,D007,ORS Sachets,Rehydration,3,38.51,F001
T135476,2022-03-29,D007,ORS Sachets,Rehydration,5,5.56,F001
T135477,2022-03-29,D007,ORS Sachets,Rehydration,5,13.48,F001
T135478,2022-03-29,D007,ORS Sachets,Rehydration,5,32.5,F001
T135479,2022-03-29,D007,ORS Sachets,Rehydration,5,44.7,F001
T135480,2022-03-29,D007,ORS Sachets,Rehydration,3,36.91,F001
T135481,2022-03-29,D007,ORS Sachets,Rehydration,5,7.96,F001
T135482,2022-03-29,D007,ORS Sachets,Rehydration,3,47.79,F001
T135483,2022-03-29,D007,ORS Sachets,Rehydration,5,27.88,F001
T135484,2022-03-29,D007,ORS Sachets,Rehydration,5,30.14,F001
T135485,2022-03-29,D007,ORS Sachets,Rehydration,4,49.94,F001
T135486,2022-03-29,D007,ORS Sachets,Rehydration,1,12.85,F001
T135487,2022-03-29,D007,ORS Sachets,Rehydration,4,34.41,F001
T135488,2022-03-29,D007,ORS Sachets,Rehydration,5,34.98,F001
T135489,2022-03-29,D007,ORS Sachets,Rehydration,3,36.42,F001
T135490,2022-03-29,D007,ORS Sachets,Rehydration,2,37.9,F001
T135491,2022-03-29,D007,ORS Sachets,Rehydration,2,48.45,F001
T135492,2022-03-29,D007,ORS Sachets,Rehydration,3,10.21,F001
T135493,2022-03-29,D007,ORS Sachets,Rehydration,2,39.29,F001
T135494,2022-03-29,D007,ORS Sachets,Rehydration,2,40.17,F001
T135495,2022-03-29,D007,ORS Sachets,Rehydration,3,13.41,F001
T135496,2022-03-29,D007,ORS Sachets,Rehydration,4,38.88,F001
T135497,2022-03-29,D007,ORS Sachets,Rehydration,2,33.39,F001
T135498,2022-03-30,D007,ORS Sachets,Rehydration,1,37.44,F001
T135499,2022-03-30,D007,ORS Sachets,Rehydration,3,24.41,F001
T135500,2022-03-30,D007,ORS Sachets,Rehydration,3,13.56,F001
T135501,2022-03-30,D007,ORS Sachets,Rehydration,5,33.35,F001
T135502,2022-03-30,D007,ORS Sachets,Rehydration,1,19.04,F001
T135503,2022-03-30,D007,ORS Sachets,Rehydration,4,16.74,F001
T135504,2022-03-30,D007,ORS Sachets,Rehydration,3,26.99,F001
T135505,2022-03-30,D007,ORS Sachets,Rehydration,2,41.41,F001
T135506,2022-03-30,D007,ORS Sachets,Rehydration,1,45.85,F001
T135507,2022-03-30,D007,ORS Sachets,Rehydration,4,15.96,F001
T135508,2022-03-30,D007,ORS Sachets,Rehydration,2,37.69,F001
T135509,2022-03-30,D007,ORS Sachets,Rehydration,2,6.22,F001
T135510,2022-03-30,D007,ORS Sachets,Rehydration,5,39.57,F001
T135511,2022-03-30,D007,ORS Sachets,Rehydration,1,35.86,F001
T135512,2022-03-30,D007,ORS Sachets,Rehydration,3,18.8,F001
T135513,2022-03-30,D007,ORS Sachets,Rehydration,2,41.78,F001
T135514,2022-03-30,D007,ORS Sachets,Rehydration,1,14.48,F001
T135515,2022-03-30,D007,ORS Sachets,Rehydration,4,13.26,F001
T135516,2022-03-30,D007,ORS Sachets,Rehydration,1,15.94,F001
T135517,2022-03-30,D007,ORS Sachets,Rehydration,1,25.78,F001
T135518,2022-03-30,D007,ORS Sachets,Rehydration,5,48.87,F001
T135519,2022-03-30,D007,ORS Sachets,Rehydration,2,35.41,F001
T135520,2022-03-30,D007,ORS Sachets,Rehydration,3,48.58,F001
T135521,2022-03-30,D007,ORS Sachets,Rehydration,4,24.61,F001
T135522,2022-03-30,D007,ORS Sachets,Rehydration,1,43.41,F001
T135523,2022-03-30,D007,ORS Sachets,Rehydration,1,18.18,F001
T135524,2022-03-30,D007,ORS Sachets,Rehydration,4,23.85,F001
T135525,2022-03-30,D007,ORS Sachets,Rehydration,1,37.86,F001
T135526,2022-03-30,D007,ORS Sachets,Rehydration,5,49.3,F001
T135527,2022-03-30,D007,ORS Sachets,Rehydration,5,46.34,F001
T135528,2022-03-30,D007,ORS Sachets,Rehydration,3,24.9,F001
T135529,2022-03-30,D007,ORS Sachets,Rehydration,3,38.46,F001
T135530,2022-03-30,D007,ORS Sachets,Rehydration,5,18.84,F001
