drug_id,month,monthly_demand
D031,2023-01-01,1016
D031,2023-02-01,913
D031,2023-03-01,1023
D031,2023-04-01,928
D031,2023-05-01,839
D031,2023-06-01,713
D031,2023-07-01,732
D031,2023-08-01,895
D031,2023-09-01,936
D031,2023-10-01,1035
D031,2023-11-01,986
D031,2023-12-01,955
D031,2024-01-01,1007
D031,2024-02-01,988
D031,2024-03-01,1024
D031,2024-04-01,969
D031,2024-05-01,862
D031,2024-06-01,717
D031,2024-07-01,727
D031,2024-08-01,888
D031,2024-09-01,954
D031,2024-10-01,1056
D031,2024-11-01,1007
D031,2024-12-01,999
D032,2019-01-01,1738
D032,2019-02-01,1576
D032,2019-03-01,1741
D032,2019-04-01,1661
D032,2019-05-01,1679
D032,2019-06-01,1534
D032,2019-07-01,1570
D032,2019-08-01,1559
D032,2019-09-01,1517
D032,2019-10-01,1540
D032,2019-11-01,1613
D032,2019-12-01,1750
D032,2020-01-01,1736
D032,2020-02-01,1635
D032,2020-03-01,1812
D032,2020-04-01,1732
D032,2020-05-01,1718
D032,2020-06-01,1511
D032,2020-07-01,1628
D032,2020-08-01,1582
D032,2020-09-01,1547
D032,2020-10-01,1601
D032,2020-11-01,1631
D032,2020-12-01,1801
D032,2021-01-01,1794
D032,2021-02-01,1659
D032,2021-03-01,1833
D032,2021-04-01,1718
D032,2021-05-01,1745
D032,2021-06-01,1585
D032,2021-07-01,1655
D032,2021-08-01,1667
D032,2021-09-01,1589
D032,2021-10-01,1646
D032,2021-11-01,1693
D032,2021-12-01,1884
D032,2022-01-01,1896
D032,2022-02-01,1690
D032,2022-03-01,1908
D032,2022-04-01,1756
D032,2022-05-01,1812
D032,2022-06-01,1659
D032,2022-07-01,1715
D032,2022-08-01,1729
D032,2022-09-01,1662
D032,2022-10-01,1734
D032,2022-11-01,1750
D032,2022-12-01,1905
D032,2023-01-01,1931
D032,2023-02-01,1739
D032,2023-03-01,1950
D032,2023-04-01,1828
D032,2023-05-01,1840
D032,2023-06-01,1688
D032,2023-07-01,1729
D032,2023-08-01,1701
D032,2023-09-01,1704
D032,2023-10-01,1746
D032,2023-11-01,1791
D032,2023-12-01,1910
D032,2024-01-01,1995
D032,2024-02-01,1910
D032,2024-03-01,1994
D032,2024-04-01,1876
D032,2024-05-01,1907
D032,2024-06-01,1714
D032,2024-07-01,1789
D032,2024-08-01,1787
D032,2024-09-01,1748
D032,2024-10-01,1814
D032,2024-11-01,1821
D032,2024-12-01,2018
D033,2019-01-01,1511
D033,2019-02-01,1374
D033,2019-03-01,1521
D033,2019-04-01,1483
D033,2019-05-01,1481
D033,2019-06-01,1378
D033,2019-07-01,1415
D033,2019-08-01,1401
D033,2019-09-01,1357
D033,2019-10-01,1397
D033,2019-11-01,1410
D033,2019-12-01,1530
D033,2020-01-01,1552
D033,2020-02-01,1467
D033,2020-03-01,1583
D033,2020-04-01,1547
D033,2020-05-01,1526
D033,2020-06-01,1360
D033,2020-07-01,1428
D033,2020-08-01,1479
D033,2020-09-01,1413
D033,2020-10-01,1480
D033,2020-11-01,1478
D033,2020-12-01,1592
D033,2021-01-01,1612
D033,2021-02-01,1470
D033,2021-03-01,1633
D033,2021-04-01,1528
D033,2021-05-01,1556
D033,2021-06-01,1410
D033,2021-07-01,1477
D033,2021-08-01,1488
D033,2021-09-01,1440
D033,2021-10-01,1511
D033,2021-11-01,1482
D033,2021-12-01,1683
D033,2022-01-01,1644
D033,2022-02-01,1511
D033,2022-03-01,1678
D033,2022-04-01,1606
D033,2022-05-01,1588
D033,2022-06-01,1460
D033,2022-07-01,1505
D033,2022-08-01,1540
D033,2022-09-01,1488
D033,2022-10-01,1539
D033,2022-11-01,1561
D033,2022-12-01,1679
D033,2023-01-01,1689
D033,2023-02-01,1578
D033,2023-03-01,1720
D033,2023-04-01,1644
D033,2023-05-01,1641
D033,2023-06-01,1489
D033,2023-07-01,1578
D033,2023-08-01,1598
D033,2023-09-01,1539
D033,2023-10-01,1572
D033,2023-11-01,1594
D033,2023-12-01,1707
D033,2024-01-01,1739
D033,2024-02-01,1678
D033,2024-03-01,1768
D033,2024-04-01,1690
D033,2024-05-01,1713
D033,2024-06-01,1537
D033,2024-07-01,1568
D033,2024-08-01,1657
D033,2024-09-01,1570
D033,2024-10-01,1595
D033,2024-11-01,1667
D033,2024-12-01,1801
D034,2019-01-01,403
D034,2019-02-01,328
D034,2019-03-01,358
D034,2019-04-01,366
D034,2019-05-01,354
D034,2019-06-01,330
D034,2019-07-01,393
D034,2019-08-01,402
D034,2019-09-01,390
D034,2019-10-01,420
D034,2019-11-01,416
D034,2019-12-01,423
D034,2020-01-01,412
D034,2020-02-01,337
D034,2020-03-01,357
D034,2020-04-01,373
D034,2020-05-01,369
D034,2020-06-01,377
D034,2020-07-01,404
D034,2020-08-01,421
D034,2020-09-01,407
D034,2020-10-01,431
D034,2020-11-01,423
D034,2020-12-01,431
D034,2021-01-01,392
D034,2021-02-01,316
D034,2021-03-01,366
D034,2021-04-01,362
D034,2021-05-01,360
D034,2021-06-01,359
D034,2021-07-01,403
D034,2021-08-01,410
D034,2021-09-01,414
D034,2021-10-01,452
D034,2021-11-01,438
D034,2021-12-01,441
D034,2022-01-01,415
D034,2022-02-01,336
D034,2022-03-01,384
D034,2022-04-01,376
D034,2022-05-01,411
D034,2022-06-01,355
D034,2022-07-01,418
D034,2022-08-01,432
D034,2022-09-01,424
D034,2022-10-01,458
D034,2022-11-01,430
D034,2022-12-01,431
D034,2023-01-01,409
D034,2023-02-01,351
D034,2023-03-01,406
D034,2023-04-01,365
D034,2023-05-01,396
D034,2023-06-01,376
D034,2023-07-01,416
D034,2023-08-01,445
D034,2023-09-01,438
D034,2023-10-01,426
D034,2023-11-01,429
D034,2023-12-01,437
D034,2024-01-01,434
D034,2024-02-01,357
D034,2024-03-01,388
D034,2024-04-01,391
D034,2024-05-01,391
D034,2024-06-01,386
D034,2024-07-01,407
D034,2024-08-01,463
D034,2024-09-01,457
D034,2024-10-01,461
D034,2024-11-01,456
D034,2024-12-01,453
D035,2019-01-01,304
D035,2019-02-01,286
D035,2019-03-01,312
D035,2019-04-01,291
D035,2019-05-01,306
D035,2019-06-01,302
D035,2019-07-01,307
D035,2019-08-01,333
D035,2019-09-01,310
D035,2019-10-01,323
D035,2019-11-01,325
D035,2019-12-01,322
D035,2020-01-01,306
D035,2020-02-01,294
D035,2020-03-01,308
D035,2020-04-01,317
D035,2020-05-01,306
D035,2020-06-01,322
D035,2020-07-01,337
D035,2020-08-01,340
D035,2020-09-01,340
D035,2020-10-01,339
D035,2020-11-01,322
D035,2020-12-01,348
D035,2021-01-01,333
D035,2021-02-01,277
D035,2021-03-01,311
D035,2021-04-01,310
D035,2021-05-01,327
D035,2021-06-01,291
D035,2021-07-01,335
D035,2021-08-01,336
D035,2021-09-01,348
D035,2021-10-01,343
D035,2021-11-01,346
D035,2021-12-01,336
D035,2022-01-01,313
D035,2022-02-01,296
D035,2022-03-01,307
D035,2022-04-01,312
D035,2022-05-01,301
D035,2022-06-01,292
D035,2022-07-01,350
D035,2022-08-01,361
D035,2022-09-01,341
D035,2022-10-01,354
D035,2022-11-01,343
D035,2022-12-01,351
D035,2023-01-01,320
D035,2023-02-01,315
D035,2023-03-01,327
D035,2023-04-01,309
D035,2023-05-01,329
D035,2023-06-01,295
D035,2023-07-01,349
D035,2023-08-01,370
D035,2023-09-01,343
D035,2023-10-01,366
D035,2023-11-01,360
D035,2023-12-01,357
D035,2024-01-01,344
D035,2024-02-01,288
D035,2024-03-01,317
D035,2024-04-01,329
D035,2024-05-01,337
D035,2024-06-01,317
D035,2024-07-01,369
D035,2024-08-01,361
D035,2024-09-01,370
D035,2024-10-01,360
D035,2024-11-01,374
D035,2024-12-01,379
